Date,Total_kWh,Raiser_Mains_kWh,Common_Area_Total_kWh,IIEMS_Lighting_kWh,IIEMS_HVAC_Vent_kWh,IIEMS_Water_STP_kWh,IIEMS_Lifts_kWh,IIEMS_Pool_Clubhouse_kWh
2025-06-25,5925.95,4148.17,1777.79,622.23,444.45,355.56,222.22,133.33
2025-06-26,5609.19,3926.43,1682.76,588.97,420.69,336.55,210.34,126.21
2025-06-27,5496.58,3847.61,1648.98,577.14,412.24,329.8,206.12,123.67
2025-06-28,5216.91,3651.84,1565.07,547.77,391.27,313.01,195.63,117.38
2025-06-29,5405.51,3783.86,1621.65,567.58,405.41,324.33,202.71,121.62
2025-06-30,5938.22,4156.76,1781.47,623.51,445.37,356.29,222.68,133.61
2025-07-01,5655.43,3958.8,1696.63,593.82,424.16,339.33,212.08,127.25
2025-07-02,5572.06,3900.44,1671.62,585.07,417.9,334.32,208.95,125.37
2025-07-03,5962.77,4173.94,1788.83,626.09,447.21,357.77,223.6,134.16
2025-07-04,5905.09,4133.56,1771.53,620.04,442.88,354.31,221.44,132.86
2025-07-05,5393.99,3775.79,1618.2,566.37,404.55,323.64,202.28,121.36
2025-07-06,5936.28,4155.4,1780.88,623.31,445.22,356.18,222.61,133.57
2025-07-07,5135.6,3594.92,1540.68,539.24,385.17,308.14,192.58,115.55
2025-07-08,5728.67,4010.07,1718.6,601.51,429.65,343.72,214.82,128.89
2025-07-09,5695.57,3986.9,1708.67,598.03,427.17,341.73,213.58,128.15
2025-07-10,5921.94,4145.36,1776.58,621.8,444.14,355.32,222.07,133.24
2025-07-11,5706.68,3994.68,1712.0,599.2,428.0,342.4,214.0,128.4
2025-07-12,5531.52,3872.07,1659.46,580.81,414.86,331.89,207.43,124.46
2025-07-13,5553.64,3887.55,1666.09,583.13,416.52,333.22,208.26,124.96
2025-07-14,6354.11,4447.88,1906.23,667.18,476.56,381.25,238.28,142.97
2025-07-15,5623.14,3936.2,1686.94,590.43,421.74,337.39,210.87,126.52
2025-07-16,5767.18,4037.03,1730.15,605.55,432.54,346.03,216.27,129.76
2025-07-17,5034.07,3523.85,1510.22,528.58,377.56,302.04,188.78,113.27
2025-07-18,5368.34,3757.84,1610.5,563.67,402.62,322.1,201.31,120.79
2025-07-19,5745.26,4021.68,1723.58,603.25,430.9,344.72,215.45,129.27
2025-07-20,5147.93,3603.55,1544.38,540.53,386.1,308.88,193.05,115.83
2025-07-21,5753.83,4027.68,1726.15,604.15,431.54,345.23,215.77,129.46
2025-07-22,5396.96,3777.88,1619.09,566.68,404.77,323.82,202.39,121.43
2025-07-23,5310.52,3717.37,1593.16,557.61,398.29,318.63,199.14,119.49
2025-07-24,5395.93,3777.15,1618.78,566.57,404.7,323.76,202.35,121.41
2025-07-25,6027.71,4219.4,1808.31,632.91,452.08,361.66,226.04,135.62
2025-07-26,5693.36,3985.35,1708.01,597.8,427.0,341.6,213.5,128.1
2025-07-27,5345.08,3741.55,1603.52,561.23,400.88,320.7,200.44,120.26
2025-07-28,5817.1,4071.97,1745.13,610.8,436.28,349.03,218.14,130.88
2025-07-29,5832.33,4082.63,1749.7,612.4,437.42,349.94,218.71,131.23
2025-07-30,5493.23,3845.26,1647.97,576.79,411.99,329.59,206.0,123.6
2025-07-31,5868.57,4108.0,1760.57,616.2,440.14,352.11,220.07,132.04
2025-08-01,5881.89,4117.32,1764.57,617.6,441.14,352.91,220.57,132.34
2025-08-02,5838.37,4086.86,1751.51,613.03,437.88,350.3,218.94,131.36
2025-08-03,5411.35,3787.94,1623.4,568.19,405.85,324.68,202.92,121.76
2025-08-04,5269.87,3688.91,1580.96,553.34,395.24,316.19,197.62,118.57
2025-08-05,5126.0,3588.2,1537.8,538.23,384.45,307.56,192.22,115.34
2025-08-06,5416.46,3791.52,1624.94,568.73,406.24,324.99,203.12,121.87
2025-08-07,5497.01,3847.91,1649.1,577.18,412.28,329.82,206.14,123.68
2025-08-08,5519.8,3863.86,1655.94,579.58,413.98,331.19,206.99,124.2
2025-08-09,5586.78,3910.75,1676.03,586.61,419.01,335.21,209.5,125.7
2025-08-10,6085.24,4259.67,1825.57,638.95,456.39,365.11,228.2,136.92
2025-08-11,5504.92,3853.44,1651.48,578.02,412.87,330.3,206.44,123.86
2025-08-12,5586.34,3910.44,1675.9,586.56,418.98,335.18,209.49,125.69
2025-08-13,5091.07,3563.75,1527.32,534.56,381.83,305.46,190.92,114.55
2025-08-14,6223.83,4356.68,1867.15,653.5,466.79,373.43,233.39,140.04
2025-08-15,5231.55,3662.08,1569.46,549.31,392.36,313.89,196.18,117.71
2025-08-16,5402.08,3781.46,1620.62,567.22,405.16,324.12,202.58,121.55
2025-08-17,5794.8,4056.36,1738.44,608.45,434.61,347.69,217.3,130.38
2025-08-18,5668.93,3968.25,1700.68,595.24,425.17,340.14,212.58,127.55
2025-08-19,6060.09,4242.06,1818.03,636.31,454.51,363.61,227.25,136.35
2025-08-20,5801.6,4061.12,1740.48,609.17,435.12,348.1,217.56,130.54
2025-08-21,5577.24,3904.07,1673.17,585.61,418.29,334.63,209.15,125.49
2025-08-22,5892.34,4124.64,1767.7,618.69,441.92,353.54,220.96,132.58
2025-08-23,5925.17,4147.62,1777.55,622.14,444.39,355.51,222.19,133.32
2025-08-24,5415.16,3790.61,1624.55,568.59,406.14,324.91,203.07,121.84
2025-08-25,5869.65,4108.75,1760.89,616.31,440.22,352.18,220.11,132.07
2025-08-26,5537.77,3876.44,1661.33,581.47,415.33,332.27,207.67,124.6
2025-08-27,5571.03,3899.72,1671.31,584.96,417.83,334.26,208.91,125.35
2025-08-28,5640.02,3948.01,1692.01,592.2,423.0,338.4,211.5,126.9
2025-08-29,5493.38,3845.37,1648.01,576.8,412.0,329.6,206.0,123.6
2025-08-30,5478.31,3834.82,1643.49,575.22,410.87,328.7,205.44,123.26
2025-08-31,5875.72,4113.01,1762.72,616.95,440.68,352.54,220.34,132.2
2025-09-01,5171.9,3620.33,1551.57,543.05,387.89,310.31,193.95,116.37
2025-09-02,5302.74,3711.92,1590.82,556.79,397.7,318.16,198.85,119.31
2025-09-03,5788.93,4052.25,1736.68,607.84,434.17,347.34,217.08,130.25
2025-09-04,5579.59,3905.71,1673.88,585.86,418.47,334.78,209.24,125.54
2025-09-05,5877.62,4114.34,1763.29,617.15,440.82,352.66,220.41,132.25
2025-09-06,5700.22,3990.15,1710.07,598.52,427.52,342.01,213.76,128.26
2025-09-07,5226.56,3658.59,1567.97,548.79,391.99,313.59,196.0,117.6
2025-09-08,5617.59,3932.32,1685.28,589.85,421.32,337.06,210.66,126.4
2025-09-09,5749.67,4024.77,1724.9,603.72,431.22,344.98,215.61,129.37
2025-09-10,5665.53,3965.87,1699.66,594.88,424.92,339.93,212.46,127.47
2025-09-11,5468.88,3828.22,1640.66,574.23,410.16,328.13,205.08,123.05
2025-09-12,5523.3,3866.31,1656.99,579.95,414.25,331.4,207.12,124.27
2025-09-13,5443.18,3810.22,1632.95,571.53,408.24,326.59,204.12,122.47
2025-09-14,5228.94,3660.26,1568.68,549.04,392.17,313.74,196.08,117.65
2025-09-15,5190.43,3633.3,1557.13,545.0,389.28,311.43,194.64,116.78
2025-09-16,5709.21,3996.44,1712.76,599.47,428.19,342.55,214.1,128.46
2025-09-17,5355.99,3749.19,1606.8,562.38,401.7,321.36,200.85,120.51
2025-09-18,5761.17,4032.82,1728.35,604.92,432.09,345.67,216.04,129.63
2025-09-19,5433.38,3803.37,1630.01,570.5,407.5,326.0,203.75,122.25
2025-09-20,5232.32,3662.62,1569.7,549.4,392.42,313.94,196.21,117.73
2025-09-21,5485.78,3840.04,1645.73,576.01,411.43,329.15,205.72,123.43
2025-09-22,6186.42,4330.5,1855.93,649.58,463.98,371.19,231.99,139.19
2025-09-23,5573.23,3901.26,1671.97,585.19,417.99,334.39,209.0,125.4
2025-09-24,5780.84,4046.59,1734.25,606.99,433.56,346.85,216.78,130.07
2025-09-25,5647.27,3953.09,1694.18,592.96,423.54,338.84,211.77,127.06
2025-09-26,5206.54,3644.58,1561.96,546.69,390.49,312.39,195.24,117.15
2025-09-27,6005.71,4204.0,1801.71,630.6,450.43,360.34,225.21,135.13
2025-09-28,5530.61,3871.43,1659.18,580.71,414.8,331.84,207.4,124.44
2025-09-29,5233.06,3663.14,1569.92,549.47,392.48,313.98,196.24,117.74
2025-09-30,5456.57,3819.6,1636.97,572.94,409.24,327.39,204.62,122.77
2025-10-01,5542.25,3879.58,1662.68,581.94,415.67,332.54,207.84,124.7
2025-10-02,5809.85,4066.9,1742.96,610.04,435.74,348.59,217.87,130.72
2025-10-03,5409.39,3786.57,1622.82,567.99,405.7,324.56,202.85,121.71
2025-10-04,6333.7,4433.59,1900.11,665.04,475.03,380.02,237.51,142.51
2025-10-05,5337.59,3736.31,1601.28,560.45,400.32,320.26,200.16,120.1
2025-10-06,5771.36,4039.95,1731.41,605.99,432.85,346.28,216.43,129.86
2025-10-07,5047.29,3533.1,1514.19,529.97,378.55,302.84,189.27,113.56
2025-10-08,5565.36,3895.76,1669.61,584.36,417.4,333.92,208.7,125.22
2025-10-09,5702.83,3991.98,1710.85,598.8,427.71,342.17,213.86,128.31
2025-10-10,5286.52,3700.56,1585.96,555.09,396.49,317.19,198.24,118.95
2025-10-11,6019.73,4213.81,1805.92,632.07,451.48,361.18,225.74,135.44
2025-10-12,5721.65,4005.16,1716.5,600.78,429.12,343.3,214.56,128.74
2025-10-13,5511.06,3857.74,1653.32,578.66,413.33,330.66,206.66,124.0
2025-10-14,5718.63,4003.04,1715.59,600.46,428.9,343.12,214.45,128.67
2025-10-15,5433.87,3803.71,1630.16,570.56,407.54,326.03,203.77,122.26
2025-10-16,5950.39,4165.27,1785.12,624.79,446.28,357.02,223.14,133.88
2025-10-17,5884.28,4119.0,1765.29,617.85,441.32,353.06,220.66,132.4
2025-10-18,5704.55,3993.18,1711.36,598.98,427.84,342.27,213.92,128.35
2025-10-19,5771.27,4039.89,1731.38,605.98,432.84,346.28,216.42,129.85
2025-10-20,5186.39,3630.47,1555.92,544.57,388.98,311.18,194.49,116.69
2025-10-21,6010.74,4207.52,1803.22,631.13,450.8,360.64,225.4,135.24
2025-10-22,5572.18,3900.53,1671.65,585.08,417.91,334.33,208.96,125.37
2025-10-23,5887.01,4120.91,1766.1,618.13,441.52,353.22,220.76,132.46
2025-10-24,5809.96,4066.97,1742.99,610.05,435.75,348.6,217.87,130.72
2025-10-25,5882.72,4117.9,1764.82,617.69,441.2,352.96,220.6,132.36
2025-10-26,5306.63,3714.64,1591.99,557.2,398.0,318.4,199.0,119.4
2025-10-27,5342.26,3739.58,1602.68,560.94,400.67,320.54,200.34,120.2
2025-10-28,6229.52,4360.66,1868.86,654.1,467.22,373.77,233.61,140.16
2025-10-29,5174.58,3622.21,1552.38,543.33,388.1,310.48,194.05,116.43
2025-10-30,5292.67,3704.87,1587.8,555.73,396.95,317.56,198.48,119.08
2025-10-31,5612.11,3928.48,1683.63,589.27,420.91,336.73,210.45,126.27
2025-11-01,5612.59,3928.82,1683.78,589.32,420.94,336.76,210.47,126.28
2025-11-02,5448.79,3814.16,1634.64,572.12,408.66,326.93,204.33,122.6
2025-11-03,5772.5,4040.75,1731.75,606.11,432.94,346.35,216.47,129.88
2025-11-04,5852.58,4096.81,1755.78,614.52,438.94,351.16,219.47,131.68
2025-11-05,5594.91,3916.44,1678.47,587.46,419.62,335.69,209.81,125.89
2025-11-06,5524.82,3867.38,1657.45,580.11,414.36,331.49,207.18,124.31
2025-11-07,5593.77,3915.64,1678.13,587.35,419.53,335.63,209.77,125.86
2025-11-08,5460.74,3822.52,1638.22,573.38,409.56,327.64,204.78,122.87
2025-11-09,5124.49,3587.15,1537.35,538.07,384.34,307.47,192.17,115.3
2025-11-10,5684.26,3978.98,1705.28,596.85,426.32,341.06,213.16,127.9
2025-11-11,5814.43,4070.1,1744.33,610.52,436.08,348.87,218.04,130.82
2025-11-12,5556.9,3889.83,1667.07,583.47,416.77,333.41,208.38,125.03
2025-11-13,4965.78,3476.04,1489.73,521.41,372.43,297.95,186.22,111.73
2025-11-14,5439.92,3807.94,1631.98,571.19,408.0,326.4,204.0,122.4
2025-11-15,5853.6,4097.52,1756.08,614.63,439.02,351.22,219.51,131.71
2025-11-16,5197.29,3638.1,1559.19,545.72,389.8,311.84,194.9,116.94
2025-11-17,5794.85,4056.39,1738.45,608.46,434.61,347.69,217.31,130.38
2025-11-18,5475.28,3832.7,1642.59,574.91,410.65,328.52,205.32,123.19
2025-11-19,5594.74,3916.32,1678.42,587.45,419.6,335.68,209.8,125.88
2025-11-20,5407.95,3785.56,1622.38,567.83,405.6,324.48,202.8,121.68
2025-11-21,5282.04,3697.43,1584.61,554.61,396.15,316.92,198.08,118.85
2025-11-22,6001.59,4201.11,1800.48,630.17,450.12,360.1,225.06,135.04
2025-11-23,5828.43,4079.9,1748.53,611.99,437.13,349.71,218.57,131.14
2025-11-24,5780.52,4046.37,1734.16,606.96,433.54,346.83,216.77,130.06
2025-11-25,5854.4,4098.08,1756.32,614.71,439.08,351.26,219.54,131.72
2025-11-26,5740.76,4018.53,1722.23,602.78,430.56,344.45,215.28,129.17
2025-11-27,5864.36,4105.05,1759.31,615.76,439.83,351.86,219.91,131.95
2025-11-28,5414.11,3789.88,1624.23,568.48,406.06,324.85,203.03,121.82
2025-11-29,5985.75,4190.03,1795.73,628.51,448.93,359.15,224.47,134.68
2025-11-30,5960.76,4172.53,1788.23,625.88,447.06,357.65,223.53,134.12
2025-12-01,5706.53,3994.57,1711.96,599.19,427.99,342.39,214.0,128.4
2025-12-02,5519.36,3863.55,1655.81,579.53,413.95,331.16,206.98,124.19
2025-12-03,5257.41,3680.19,1577.22,552.03,394.3,315.44,197.15,118.29
2025-12-04,5664.02,3964.82,1699.21,594.72,424.8,339.84,212.4,127.44
2025-12-05,6071.78,4250.24,1821.53,637.54,455.38,364.31,227.69,136.61
2025-12-06,5274.97,3692.48,1582.49,553.87,395.62,316.5,197.81,118.69
2025-12-07,5885.06,4119.54,1765.52,617.93,441.38,353.1,220.69,132.41
2025-12-08,5468.0,3827.6,1640.4,574.14,410.1,328.08,205.05,123.03
2025-12-09,5491.89,3844.32,1647.57,576.65,411.89,329.51,205.95,123.57
2025-12-10,5270.87,3689.61,1581.26,553.44,395.32,316.25,197.66,118.59
2025-12-11,5389.3,3772.51,1616.79,565.88,404.2,323.36,202.1,121.26
2025-12-12,5781.1,4046.77,1734.33,607.02,433.58,346.87,216.79,130.07
2025-12-13,5815.92,4071.14,1744.77,610.67,436.19,348.95,218.1,130.86
2025-12-14,5666.04,3966.23,1699.81,594.93,424.95,339.96,212.48,127.49
2025-12-15,5459.77,3821.84,1637.93,573.28,409.48,327.59,204.74,122.84
2025-12-16,5291.0,3703.7,1587.3,555.55,396.82,317.46,198.41,119.05
2025-12-17,5617.29,3932.1,1685.19,589.82,421.3,337.04,210.65,126.39
2025-12-18,5497.81,3848.47,1649.34,577.27,412.34,329.87,206.17,123.7
2025-12-19,5659.13,3961.39,1697.74,594.21,424.44,339.55,212.22,127.33
2025-12-20,5510.05,3857.04,1653.02,578.56,413.26,330.6,206.63,123.98
2025-12-21,5517.21,3862.05,1655.16,579.31,413.79,331.03,206.9,124.14
2025-12-22,5644.51,3951.16,1693.35,592.67,423.34,338.67,211.67,127.0
2025-12-23,5698.61,3989.03,1709.58,598.35,427.4,341.92,213.7,128.22
2025-12-24,5942.7,4159.89,1782.81,623.98,445.7,356.56,222.85,133.71
2025-12-25,5505.64,3853.95,1651.69,578.09,412.92,330.34,206.46,123.88
2025-12-26,5752.74,4026.92,1725.82,604.04,431.46,345.16,215.73,129.44
2025-12-27,6105.01,4273.51,1831.5,641.02,457.88,366.3,228.94,137.36
2025-12-28,5760.18,4032.13,1728.05,604.82,432.01,345.61,216.01,129.6
2025-12-29,5925.99,4148.19,1777.8,622.23,444.45,355.56,222.22,133.33
2025-12-30,5426.22,3798.36,1627.87,569.75,406.97,325.57,203.48,122.09
2025-12-31,5398.3,3778.81,1619.49,566.82,404.87,323.9,202.44,121.46
2026-01-01,5555.38,3888.76,1666.61,583.31,416.65,333.32,208.33,125.0
2026-01-02,5585.18,3909.62,1675.55,586.44,418.89,335.11,209.44,125.67
2026-01-03,5899.83,4129.88,1769.95,619.48,442.49,353.99,221.24,132.75
2026-01-04,5395.69,3776.98,1618.71,566.55,404.68,323.74,202.34,121.4
2026-01-05,5575.18,3902.63,1672.56,585.4,418.14,334.51,209.07,125.44
2026-01-06,5900.95,4130.67,1770.29,619.6,442.57,354.06,221.29,132.77
2026-01-07,5660.35,3962.25,1698.11,594.34,424.53,339.62,212.26,127.36
2026-01-08,5596.97,3917.88,1679.09,587.68,419.77,335.82,209.89,125.93
2026-01-09,5666.78,3966.75,1700.03,595.01,425.01,340.01,212.5,127.5
2026-01-10,5284.29,3699.0,1585.29,554.85,396.32,317.06,198.16,118.9
2026-01-11,5279.75,3695.82,1583.92,554.37,395.98,316.78,197.99,118.79
2026-01-12,5155.3,3608.71,1546.59,541.31,386.65,309.32,193.32,115.99
2026-01-13,5657.87,3960.51,1697.36,594.08,424.34,339.47,212.17,127.3
2026-01-14,5857.28,4100.1,1757.18,615.01,439.3,351.44,219.65,131.79
2026-01-15,5814.36,4070.05,1744.31,610.51,436.08,348.86,218.04,130.82
2026-01-16,5920.22,4144.15,1776.06,621.62,444.02,355.21,222.01,133.2
2026-01-17,6007.18,4205.03,1802.15,630.75,450.54,360.43,225.27,135.16
2026-01-18,5640.5,3948.35,1692.15,592.25,423.04,338.43,211.52,126.91
2026-01-19,5581.91,3907.34,1674.57,586.1,418.64,334.91,209.32,125.59
2026-01-20,6013.27,4209.29,1803.98,631.39,451.0,360.8,225.5,135.3
2026-01-21,5403.72,3782.6,1621.11,567.39,405.28,324.22,202.64,121.58
2026-01-22,5270.01,3689.01,1581.0,553.35,395.25,316.2,197.62,118.57
2026-01-23,5505.11,3853.58,1651.53,578.04,412.88,330.31,206.44,123.86
2026-01-24,5472.39,3830.67,1641.72,574.6,410.43,328.34,205.22,123.13
2026-01-25,5613.53,3929.47,1684.06,589.42,421.02,336.81,210.51,126.3
2026-01-26,5361.99,3753.4,1608.6,563.01,402.15,321.72,201.08,120.64
2026-01-27,5703.53,3992.47,1711.06,598.87,427.76,342.21,213.88,128.33
2026-01-28,5440.65,3808.45,1632.19,571.27,408.05,326.44,204.02,122.41
2026-01-29,5943.9,4160.73,1783.17,624.11,445.79,356.63,222.9,133.74
2026-01-30,5265.52,3685.87,1579.66,552.88,394.92,315.93,197.46,118.47
2026-01-31,5560.95,3892.66,1668.28,583.9,417.07,333.66,208.54,125.12
2026-02-01,5506.22,3854.36,1651.87,578.15,412.97,330.37,206.48,123.89
2026-02-02,5664.65,3965.25,1699.39,594.79,424.85,339.88,212.42,127.45
2026-02-03,5859.48,4101.63,1757.84,615.24,439.46,351.57,219.73,131.84
2026-02-04,5674.54,3972.18,1702.36,595.83,425.59,340.47,212.8,127.68
2026-02-05,5563.99,3894.8,1669.2,584.22,417.3,333.84,208.65,125.19
2026-02-06,5793.55,4055.49,1738.07,608.32,434.52,347.61,217.26,130.36
2026-02-07,5836.05,4085.23,1750.81,612.78,437.7,350.16,218.85,131.31
2026-02-08,5675.38,3972.76,1702.61,595.91,425.65,340.52,212.83,127.7
2026-02-09,5708.53,3995.97,1712.56,599.4,428.14,342.51,214.07,128.44
2026-02-10,5781.06,4046.74,1734.32,607.01,433.58,346.86,216.79,130.07
2026-02-11,5139.7,3597.79,1541.91,539.67,385.48,308.38,192.74,115.64
2026-02-12,5501.77,3851.24,1650.53,577.69,412.63,330.11,206.32,123.79
2026-02-13,5705.35,3993.74,1711.6,599.06,427.9,342.32,213.95,128.37
2026-02-14,5518.35,3862.84,1655.5,579.42,413.88,331.1,206.94,124.16
2026-02-15,5519.32,3863.52,1655.8,579.53,413.95,331.16,206.98,124.18
2026-02-16,5704.97,3993.48,1711.49,599.02,427.87,342.3,213.94,128.36
2026-02-17,5711.34,3997.94,1713.4,599.69,428.35,342.68,214.18,128.5
2026-02-18,5730.78,4011.54,1719.23,601.73,429.81,343.85,214.9,128.94
2026-02-19,5378.18,3764.72,1613.45,564.71,403.36,322.69,201.68,121.01
2026-02-20,5203.02,3642.11,1560.9,546.31,390.22,312.18,195.11,117.07
2026-02-21,5825.23,4077.66,1747.57,611.65,436.89,349.51,218.45,131.07
2026-02-22,5392.12,3774.49,1617.64,566.17,404.41,323.53,202.2,121.32
2026-02-23,5372.77,3760.94,1611.83,564.14,402.96,322.37,201.48,120.89
2026-02-24,5347.51,3743.26,1604.25,561.49,401.06,320.85,200.53,120.32
2026-02-25,5922.29,4145.6,1776.69,621.84,444.17,355.34,222.09,133.25
2026-02-26,5659.37,3961.56,1697.81,594.23,424.45,339.56,212.23,127.34
2026-02-27,5695.91,3987.13,1708.77,598.07,427.19,341.75,213.6,128.16
2026-02-28,5793.07,4055.15,1737.92,608.27,434.48,347.58,217.24,130.34
2026-03-01,9499.83,6649.88,2849.95,997.48,712.49,569.99,356.24,213.75
2026-03-02,10002.04,7001.43,3000.61,1050.21,750.15,600.12,375.08,225.05
2026-03-03,8950.32,6265.23,2685.1,939.78,671.28,537.02,335.64,201.38
2026-03-04,9003.25,6302.28,2700.98,945.34,675.24,540.2,337.62,202.57
2026-03-05,8976.99,6283.9,2693.1,942.58,673.28,538.62,336.64,201.98
2026-03-06,9720.71,6804.5,2916.21,1020.67,729.05,583.24,364.53,218.72
2026-03-07,9761.05,6832.74,2928.32,1024.91,732.08,585.66,366.04,219.62
2026-03-08,9295.05,6506.54,2788.52,975.98,697.13,557.7,348.56,209.14
2026-03-09,9409.36,6586.55,2822.81,987.98,705.7,564.56,352.85,211.71
2026-03-10,10123.6,7086.52,3037.08,1062.98,759.27,607.42,379.64,227.78
2026-03-11,9189.45,6432.61,2756.83,964.89,689.21,551.37,344.6,206.76
2026-03-12,9660.63,6762.44,2898.19,1014.37,724.55,579.64,362.27,217.36
2026-03-13,9193.6,6435.52,2758.08,965.33,689.52,551.62,344.76,206.86
2026-03-14,10041.68,7029.18,3012.51,1054.38,753.13,602.5,376.56,225.94
2026-03-15,9819.13,6873.39,2945.74,1031.01,736.44,589.15,368.22,220.93
2026-03-16,8854.11,6197.88,2656.23,929.68,664.06,531.25,332.03,199.22
2026-03-17,9395.86,6577.1,2818.76,986.57,704.69,563.75,352.34,211.41
2026-03-18,8530.39,5971.27,2559.12,895.69,639.78,511.82,319.89,191.93
2026-03-19,9948.62,6964.03,2984.59,1044.61,746.15,596.92,373.07,223.84
2026-03-20,10494.52,7346.16,3148.36,1101.93,787.09,629.67,393.54,236.13
2026-03-21,8482.11,5937.48,2544.63,890.62,636.16,508.93,318.08,190.85
2026-03-22,8840.7,6188.49,2652.21,928.27,663.05,530.44,331.53,198.92
2026-03-23,9599.64,6719.75,2879.89,1007.96,719.97,575.98,359.99,215.99
2026-03-24,9511.21,6657.85,2853.36,998.68,713.34,570.67,356.67,214.0
2026-03-25,9324.44,6527.11,2797.33,979.07,699.33,559.47,349.67,209.8
2026-03-26,8692.89,6085.03,2607.87,912.75,651.97,521.57,325.98,195.59
2026-03-27,9673.96,6771.77,2902.19,1015.77,725.55,580.44,362.77,217.66
2026-03-28,9942.46,6959.72,2982.74,1043.96,745.68,596.55,372.84,223.71
2026-03-29,10875.17,7612.62,3262.55,1141.89,815.64,652.51,407.82,244.69
2026-03-30,10142.27,7099.59,3042.68,1064.94,760.67,608.54,380.34,228.2
2026-03-31,8901.81,6231.27,2670.54,934.69,667.64,534.11,333.82,200.29
2026-04-01,9514.34,6660.04,2854.3,999.0,713.58,570.86,356.79,214.07
2026-04-02,9801.83,6861.28,2940.55,1029.19,735.14,588.11,367.57,220.54
2026-04-03,9192.39,6434.67,2757.72,965.2,689.43,551.54,344.72,206.83
2026-04-04,9891.29,6923.9,2967.39,1038.59,741.85,593.48,370.92,222.55
2026-04-05,9854.81,6898.37,2956.44,1034.75,739.11,591.29,369.56,221.73
2026-04-06,10108.98,7076.29,3032.69,1061.44,758.17,606.54,379.09,227.45
2026-04-07,9901.87,6931.31,2970.56,1039.7,742.64,594.11,371.32,222.79
2026-04-08,9655.73,6759.01,2896.72,1013.85,724.18,579.34,362.09,217.25
2026-04-09,9216.34,6451.44,2764.9,967.71,691.22,552.98,345.61,207.37
2026-04-10,8904.49,6233.15,2671.35,934.97,667.84,534.27,333.92,200.35
2026-04-11,9624.25,6736.98,2887.28,1010.55,721.82,577.46,360.91,216.55
2026-04-12,9327.77,6529.44,2798.33,979.42,699.58,559.67,349.79,209.87
2026-04-13,9373.77,6561.64,2812.13,984.25,703.03,562.43,351.52,210.91
2026-04-14,10053.97,7037.78,3016.19,1055.67,754.05,603.24,377.02,226.21
2026-04-15,10171.61,7120.13,3051.48,1068.02,762.87,610.3,381.44,228.86
2026-04-16,8931.97,6252.38,2679.59,937.86,669.9,535.92,334.95,200.97
2026-04-17,9419.84,6593.88,2825.95,989.08,706.49,565.19,353.24,211.95
2026-04-18,9313.79,6519.66,2794.14,977.95,698.54,558.83,349.27,209.56
2026-04-19,9669.9,6768.93,2900.97,1015.34,725.24,580.19,362.62,217.57
2026-04-20,8441.25,5908.88,2532.38,886.33,633.1,506.48,316.55,189.93
2026-04-21,8824.64,6177.25,2647.39,926.59,661.85,529.48,330.92,198.55
2026-04-22,9464.07,6624.85,2839.22,993.73,709.8,567.84,354.9,212.94
