Date,Total_kWh,Raiser_Mains_kWh,Common_Area_Total_kWh,IIEMS_Lighting_kWh,IIEMS_HVAC_Vent_kWh,IIEMS_Water_STP_kWh,IIEMS_Lifts_kWh,IIEMS_Pool_Clubhouse_kWh
2025-09-25,15373.27,10761.29,4611.98,1614.19,1152.99,922.4,576.5,345.9
2025-09-26,14500.12,10150.08,4350.04,1522.51,1087.51,870.01,543.76,326.25
2025-09-27,16279.97,11395.98,4883.99,1709.4,1221.0,976.8,610.5,366.3
2025-09-28,15978.99,11185.29,4793.7,1677.79,1198.42,958.74,599.21,359.53
2025-09-29,16009.09,11206.37,4802.73,1680.96,1200.68,960.55,600.34,360.2
2025-09-30,14699.77,10289.84,4409.93,1543.48,1102.48,881.99,551.24,330.74
2025-10-01,16480.15,11536.11,4944.05,1730.42,1236.01,988.81,618.01,370.8
2025-10-02,14320.57,10024.4,4296.17,1503.66,1074.04,859.23,537.02,322.21
2025-10-03,15851.88,11096.32,4755.56,1664.45,1188.89,951.11,594.45,356.67
2025-10-04,17086.65,11960.66,5126.0,1794.1,1281.5,1025.2,640.75,384.45
2025-10-05,14637.29,10246.1,4391.19,1536.92,1097.8,878.24,548.9,329.34
2025-10-06,14963.95,10474.77,4489.19,1571.22,1122.3,897.84,561.15,336.69
2025-10-07,15476.73,10833.71,4643.02,1625.06,1160.76,928.6,580.38,348.23
2025-10-08,15012.32,10508.63,4503.7,1576.29,1125.92,900.74,562.96,337.78
2025-10-09,14205.99,9944.19,4261.8,1491.63,1065.45,852.36,532.72,319.64
2025-10-10,15452.79,10816.96,4635.84,1622.54,1158.96,927.17,579.48,347.69
2025-10-11,14582.03,10207.42,4374.61,1531.11,1093.65,874.92,546.83,328.1
2025-10-12,15764.67,11035.27,4729.4,1655.29,1182.35,945.88,591.17,354.7
2025-10-13,14692.04,10284.43,4407.61,1542.66,1101.9,881.52,550.95,330.57
2025-10-14,16593.45,11615.41,4978.03,1742.31,1244.51,995.61,622.25,373.35
2025-10-15,14796.89,10357.83,4439.07,1553.67,1109.77,887.81,554.88,332.93
2025-10-16,15152.01,10606.41,4545.6,1590.96,1136.4,909.12,568.2,340.92
2025-10-17,16026.41,11218.49,4807.92,1682.77,1201.98,961.58,600.99,360.59
2025-10-18,14452.23,10116.56,4335.67,1517.48,1083.92,867.13,541.96,325.18
2025-10-19,15575.14,10902.6,4672.54,1635.39,1168.14,934.51,584.07,350.44
2025-10-20,16406.5,11484.55,4921.95,1722.68,1230.49,984.39,615.24,369.15
2025-10-21,14162.24,9913.57,4248.67,1487.03,1062.17,849.73,531.08,318.65
2025-10-22,15542.17,10879.52,4662.65,1631.93,1165.66,932.53,582.83,349.7
2025-10-23,15600.11,10920.08,4680.03,1638.01,1170.01,936.01,585.0,351.0
2025-10-24,16002.0,11201.4,4800.6,1680.21,1200.15,960.12,600.08,360.04
2025-10-25,14447.55,10113.28,4334.26,1516.99,1083.56,866.85,541.78,325.07
2025-10-26,14383.25,10068.27,4314.97,1510.24,1078.74,862.99,539.37,323.62
2025-10-27,15801.9,11061.33,4740.57,1659.2,1185.14,948.11,592.57,355.54
2025-10-28,15628.68,10940.07,4688.6,1641.01,1172.15,937.72,586.08,351.65
2025-10-29,15592.88,10915.02,4677.86,1637.25,1169.46,935.57,584.73,350.84
2025-10-30,15666.77,10966.74,4700.03,1645.01,1175.01,940.01,587.5,352.5
2025-10-31,14876.38,10413.47,4462.91,1562.02,1115.73,892.58,557.86,334.72
2025-11-01,15578.84,10905.18,4673.65,1635.78,1168.41,934.73,584.21,350.52
2025-11-02,15625.67,10937.97,4687.7,1640.7,1171.92,937.54,585.96,351.58
2025-11-03,14849.95,10394.96,4454.98,1559.24,1113.74,891.0,556.87,334.12
2025-11-04,16836.65,11785.65,5050.99,1767.85,1262.75,1010.2,631.37,378.82
2025-11-05,15764.85,11035.4,4729.46,1655.31,1182.36,945.89,591.18,354.71
2025-11-06,14482.7,10137.89,4344.81,1520.68,1086.2,868.96,543.1,325.86
2025-11-07,15905.55,11133.88,4771.66,1670.08,1192.92,954.33,596.46,357.87
2025-11-08,14649.5,10254.65,4394.85,1538.2,1098.71,878.97,549.36,329.61
2025-11-09,16006.06,11204.24,4801.82,1680.64,1200.46,960.36,600.23,360.14
2025-11-10,16292.12,11404.48,4887.64,1710.67,1221.91,977.53,610.96,366.57
2025-11-11,14768.07,10337.65,4430.42,1550.65,1107.6,886.08,553.8,332.28
2025-11-12,16141.8,11299.26,4842.54,1694.89,1210.64,968.51,605.32,363.19
2025-11-13,15717.84,11002.49,4715.35,1650.37,1178.84,943.07,589.42,353.65
2025-11-14,16032.99,11223.09,4809.9,1683.46,1202.47,961.98,601.24,360.74
2025-11-15,16860.53,11802.37,5058.16,1770.36,1264.54,1011.63,632.27,379.36
2025-11-16,15211.05,10647.74,4563.32,1597.16,1140.83,912.66,570.42,342.25
2025-11-17,14819.62,10373.74,4445.89,1556.06,1111.47,889.18,555.74,333.44
2025-11-18,14715.07,10300.55,4414.52,1545.08,1103.63,882.9,551.82,331.09
2025-11-19,14771.83,10340.28,4431.55,1551.04,1107.89,886.31,553.94,332.37
2025-11-20,15340.63,10738.44,4602.19,1610.77,1150.55,920.44,575.27,345.16
2025-11-21,15662.69,10963.88,4698.81,1644.58,1174.7,939.76,587.35,352.41
2025-11-22,15613.05,10929.14,4683.92,1639.37,1170.98,936.78,585.49,351.29
2025-11-23,16036.93,11225.85,4811.08,1683.88,1202.77,962.22,601.38,360.83
2025-11-24,15410.01,10787.01,4623.0,1618.05,1155.75,924.6,577.88,346.72
2025-11-25,16519.22,11563.45,4955.77,1734.52,1238.94,991.15,619.47,371.68
2025-11-26,15196.21,10637.35,4558.86,1595.6,1139.71,911.77,569.86,341.91
2025-11-27,17494.53,12246.17,5248.36,1836.93,1312.09,1049.67,656.04,393.63
2025-11-28,15881.76,11117.23,4764.53,1667.59,1191.13,952.91,595.57,357.34
2025-11-29,14739.99,10317.99,4422.0,1547.7,1105.5,884.4,552.75,331.65
2025-11-30,14575.41,10202.79,4372.62,1530.42,1093.16,874.52,546.58,327.95
2025-12-01,15771.5,11040.05,4731.45,1656.01,1182.86,946.29,591.43,354.86
2025-12-02,15227.93,10659.55,4568.38,1598.93,1142.1,913.68,571.05,342.63
2025-12-03,15949.78,11164.85,4784.93,1674.73,1196.23,956.99,598.12,358.87
2025-12-04,15764.39,11035.08,4729.32,1655.26,1182.33,945.86,591.16,354.7
2025-12-05,15343.92,10740.75,4603.18,1611.11,1150.8,920.64,575.4,345.24
2025-12-06,14747.97,10323.58,4424.39,1548.54,1106.1,884.88,553.05,331.83
2025-12-07,14233.57,9963.5,4270.07,1494.52,1067.52,854.01,533.76,320.26
2025-12-08,15056.18,10539.33,4516.86,1580.9,1129.21,903.37,564.61,338.76
2025-12-09,16059.43,11241.6,4817.83,1686.24,1204.46,963.57,602.23,361.34
2025-12-10,15564.85,10895.4,4669.46,1634.31,1167.36,933.89,583.68,350.21
2025-12-11,14440.78,10108.55,4332.23,1516.28,1083.06,866.45,541.53,324.92
2025-12-12,15533.35,10873.34,4660.0,1631.0,1165.0,932.0,582.5,349.5
2025-12-13,15696.69,10987.69,4709.01,1648.15,1177.25,941.8,588.63,353.18
2025-12-14,14719.43,10303.6,4415.83,1545.54,1103.96,883.17,551.98,331.19
2025-12-15,15518.37,10862.86,4655.51,1629.43,1163.88,931.1,581.94,349.16
2025-12-16,15444.82,10811.37,4633.45,1621.71,1158.36,926.69,579.18,347.51
2025-12-17,14519.91,10163.94,4355.97,1524.59,1088.99,871.19,544.5,326.7
2025-12-18,15675.5,10972.85,4702.65,1645.93,1175.66,940.53,587.83,352.7
2025-12-19,15831.8,11082.26,4749.54,1662.34,1187.38,949.91,593.69,356.22
2025-12-20,16233.95,11363.76,4870.18,1704.56,1217.54,974.04,608.77,365.26
2025-12-21,16211.43,11348.0,4863.43,1702.2,1215.86,972.69,607.93,364.76
2025-12-22,14339.19,10037.44,4301.76,1505.62,1075.44,860.35,537.72,322.63
2025-12-23,14677.87,10274.51,4403.36,1541.18,1100.84,880.67,550.42,330.25
2025-12-24,15796.58,11057.6,4738.97,1658.64,1184.74,947.79,592.37,355.42
2025-12-25,15795.62,11056.93,4738.68,1658.54,1184.67,947.74,592.34,355.4
2025-12-26,15796.59,11057.61,4738.98,1658.64,1184.74,947.8,592.37,355.42
2025-12-27,18366.6,12856.62,5509.98,1928.49,1377.5,1102.0,688.75,413.25
2025-12-28,15839.59,11087.71,4751.88,1663.16,1187.97,950.38,593.98,356.39
2025-12-29,16274.39,11392.07,4882.32,1708.81,1220.58,976.46,610.29,366.17
2025-12-30,16134.58,11294.21,4840.37,1694.13,1210.09,968.07,605.05,363.03
2025-12-31,15901.57,11131.1,4770.47,1669.66,1192.62,954.09,596.31,357.79
2026-01-01,15157.24,10610.07,4547.17,1591.51,1136.79,909.43,568.4,341.04
2026-01-02,15984.41,11189.08,4795.32,1678.36,1198.83,959.06,599.42,359.65
2026-01-03,14804.92,10363.45,4441.48,1554.52,1110.37,888.3,555.18,333.11
2026-01-04,15217.65,10652.35,4565.29,1597.85,1141.32,913.06,570.66,342.4
2026-01-05,15026.27,10518.39,4507.88,1577.76,1126.97,901.58,563.48,338.09
2026-01-06,15463.04,10824.13,4638.91,1623.62,1159.73,927.78,579.86,347.92
2026-01-07,17182.29,12027.6,5154.69,1804.14,1288.67,1030.94,644.34,386.6
2026-01-08,13962.21,9773.54,4188.66,1466.03,1047.16,837.73,523.58,314.15
2026-01-09,15928.42,11149.89,4778.53,1672.49,1194.63,955.71,597.32,358.39
2026-01-10,14158.21,9910.75,4247.46,1486.61,1061.86,849.49,530.93,318.56
2026-01-11,15036.61,10525.63,4510.98,1578.84,1127.74,902.2,563.87,338.32
2026-01-12,16238.49,11366.94,4871.55,1705.04,1217.89,974.31,608.94,365.37
2026-01-13,15449.5,10814.65,4634.85,1622.2,1158.71,926.97,579.36,347.61
2026-01-14,14570.14,10199.1,4371.04,1529.86,1092.76,874.21,546.38,327.83
2026-01-15,14849.22,10394.45,4454.76,1559.17,1113.69,890.95,556.84,334.11
2026-01-16,15923.29,11146.3,4776.99,1671.95,1194.25,955.4,597.12,358.27
2026-01-17,14837.62,10386.33,4451.29,1557.95,1112.82,890.26,556.41,333.85
2026-01-18,15566.67,10896.67,4670.0,1634.5,1167.5,934.0,583.75,350.25
2026-01-19,15435.09,10804.56,4630.53,1620.69,1157.63,926.11,578.82,347.29
2026-01-20,14898.27,10428.79,4469.48,1564.32,1117.37,893.9,558.68,335.21
2026-01-21,17050.84,11935.59,5115.25,1790.34,1278.81,1023.05,639.41,383.64
2026-01-22,15888.12,11121.68,4766.44,1668.25,1191.61,953.29,595.8,357.48
2026-01-23,13840.64,9688.45,4152.19,1453.27,1038.05,830.44,519.02,311.41
2026-01-24,15543.57,10880.5,4663.07,1632.07,1165.77,932.61,582.88,349.73
2026-01-25,14890.42,10423.3,4467.13,1563.5,1116.78,893.43,558.39,335.03
2026-01-26,16056.37,11239.46,4816.91,1685.92,1204.23,963.38,602.11,361.27
2026-01-27,14789.76,10352.83,4436.93,1552.93,1109.23,887.39,554.62,332.77
2026-01-28,15311.65,10718.16,4593.5,1607.72,1148.38,918.7,574.19,344.51
2026-01-29,15788.84,11052.19,4736.65,1657.83,1184.16,947.33,592.08,355.25
2026-01-30,16066.63,11246.64,4819.99,1687.0,1205.0,964.0,602.5,361.5
2026-01-31,14475.77,10133.04,4342.73,1519.96,1085.68,868.55,542.84,325.7
2026-02-01,15142.43,10599.7,4542.73,1589.96,1135.68,908.55,567.84,340.7
2026-02-02,15034.29,10524.0,4510.29,1578.6,1127.57,902.06,563.79,338.27
2026-02-03,14896.94,10427.86,4469.08,1564.18,1117.27,893.82,558.64,335.18
2026-02-04,16759.4,11731.58,5027.82,1759.74,1256.96,1005.56,628.48,377.09
2026-02-05,15711.84,10998.29,4713.55,1649.74,1178.39,942.71,589.19,353.52
2026-02-06,14429.12,10100.38,4328.74,1515.06,1082.18,865.75,541.09,324.66
2026-02-07,16106.75,11274.73,4832.03,1691.21,1208.01,966.41,604.0,362.4
2026-02-08,17034.06,11923.84,5110.22,1788.58,1277.56,1022.04,638.78,383.27
2026-02-09,16195.0,11336.5,4858.5,1700.48,1214.62,971.7,607.31,364.39
2026-02-10,14230.09,9961.06,4269.03,1494.16,1067.26,853.81,533.63,320.18
2026-02-11,15027.14,10519.0,4508.14,1577.85,1127.04,901.63,563.52,338.11
2026-02-12,16375.52,11462.87,4912.66,1719.43,1228.16,982.53,614.08,368.45
2026-02-13,14855.09,10398.57,4456.53,1559.79,1114.13,891.31,557.07,334.24
2026-02-14,15741.74,11019.22,4722.52,1652.88,1180.63,944.5,590.32,354.19
2026-02-15,15996.47,11197.53,4798.94,1679.63,1199.73,959.79,599.87,359.92
2026-02-16,14686.26,10280.38,4405.88,1542.06,1101.47,881.18,550.74,330.44
2026-02-17,15354.17,10747.92,4606.25,1612.19,1151.56,921.25,575.78,345.47
2026-02-18,12904.22,9032.96,3871.27,1354.94,967.82,774.25,483.91,290.35
2026-02-19,14611.22,10227.86,4383.37,1534.18,1095.84,876.67,547.92,328.75
2026-02-20,15205.52,10643.87,4561.66,1596.58,1140.42,912.33,570.21,342.12
2026-02-21,14439.21,10107.44,4331.76,1516.12,1082.94,866.35,541.47,324.88
2026-02-22,16656.96,11659.87,4997.09,1748.98,1249.27,999.42,624.64,374.78
2026-02-23,14298.79,10009.15,4289.64,1501.37,1072.41,857.93,536.21,321.72
2026-02-24,15061.17,10542.82,4518.35,1581.42,1129.59,903.67,564.79,338.88
2026-02-25,15500.67,10850.47,4650.2,1627.57,1162.55,930.04,581.28,348.76
2026-02-26,16509.78,11556.85,4952.93,1733.53,1238.23,990.59,619.12,371.47
2026-02-27,14294.39,10006.07,4288.32,1500.91,1072.08,857.66,536.04,321.62
2026-02-28,16295.64,11406.95,4888.69,1711.04,1222.17,977.74,611.09,366.65
2026-03-01,27734.18,19413.93,8320.25,2912.09,2080.06,1664.05,1040.03,624.02
2026-03-02,26359.63,18451.74,7907.89,2767.76,1976.97,1581.58,988.49,593.09
2026-03-03,28360.48,19852.33,8508.14,2977.85,2127.04,1701.63,1063.52,638.11
2026-03-04,27995.9,19597.13,8398.77,2939.57,2099.69,1679.75,1049.85,629.91
2026-03-05,26888.1,18821.67,8066.43,2823.25,2016.61,1613.29,1008.3,604.98
2026-03-06,27816.75,19471.72,8345.02,2920.76,2086.26,1669.0,1043.13,625.88
2026-03-07,27185.96,19030.17,8155.79,2854.53,2038.95,1631.16,1019.47,611.68
2026-03-08,27877.34,19514.13,8363.2,2927.12,2090.8,1672.64,1045.4,627.24
2026-03-09,28637.71,20046.4,8591.31,3006.96,2147.83,1718.26,1073.91,644.35
2026-03-10,29918.22,20942.75,8975.47,3141.41,2243.87,1795.09,1121.93,673.16
2026-03-11,26004.39,18203.07,7801.32,2730.46,1950.33,1560.26,975.16,585.1
2026-03-12,30676.38,21473.47,9202.92,3221.02,2300.73,1840.58,1150.36,690.22
2026-03-13,25014.41,17510.08,7504.32,2626.51,1876.08,1500.86,938.04,562.82
2026-03-14,27509.63,19256.74,8252.89,2888.51,2063.22,1650.58,1031.61,618.97
2026-03-15,28535.41,19974.79,8560.62,2996.22,2140.16,1712.12,1070.08,642.05
2026-03-16,28109.45,19676.62,8432.84,2951.49,2108.21,1686.57,1054.1,632.46
2026-03-17,26856.94,18799.86,8057.08,2819.98,2014.27,1611.42,1007.14,604.28
2026-03-18,27431.54,19202.08,8229.46,2880.31,2057.36,1645.89,1028.68,617.21
2026-03-19,27036.7,18925.69,8111.01,2838.85,2027.75,1622.2,1013.88,608.33
2026-03-20,26903.14,18832.2,8070.94,2824.83,2017.74,1614.19,1008.87,605.32
2026-03-21,28897.55,20228.28,8669.26,3034.24,2167.32,1733.85,1083.66,650.19
2026-03-22,28214.82,19750.38,8464.45,2962.56,2116.11,1692.89,1058.06,634.83
2026-03-23,26759.63,18731.74,8027.89,2809.76,2006.97,1605.58,1003.49,602.09
2026-03-24,28966.85,20276.79,8690.05,3041.52,2172.51,1738.01,1086.26,651.75
2026-03-25,28145.92,19702.14,8443.78,2955.32,2110.95,1688.76,1055.47,633.28
2026-03-26,28846.63,20192.64,8653.99,3028.9,2163.5,1730.8,1081.75,649.05
2026-03-27,28592.67,20014.87,8577.8,3002.23,2144.45,1715.56,1072.22,643.33
2026-03-28,26571.01,18599.71,7971.3,2789.96,1992.82,1594.26,996.41,597.85
2026-03-29,26943.59,18860.51,8083.08,2829.08,2020.77,1616.62,1010.38,606.23
2026-03-30,28755.75,20129.02,8626.72,3019.35,2156.68,1725.34,1078.34,647.0
2026-03-31,28565.97,19996.18,8569.79,2999.43,2142.45,1713.96,1071.22,642.73
2026-04-01,27691.03,19383.72,8307.31,2907.56,2076.83,1661.46,1038.41,623.05
2026-04-02,27882.62,19517.83,8364.78,2927.67,2091.2,1672.96,1045.6,627.36
2026-04-03,29490.84,20643.59,8847.25,3096.54,2211.81,1769.45,1105.91,663.54
2026-04-04,26900.08,18830.06,8070.02,2824.51,2017.5,1614.0,1008.75,605.25
2026-04-05,28478.28,19934.79,8543.48,2990.22,2135.87,1708.7,1067.94,640.76
2026-04-06,27439.76,19207.83,8231.93,2881.18,2057.98,1646.39,1028.99,617.39
