Date,Total_kWh,Raiser_Mains_kWh,Common_Area_Total_kWh,IIEMS_Lighting_kWh,IIEMS_HVAC_Vent_kWh,IIEMS_Water_STP_kWh,IIEMS_Lifts_kWh,IIEMS_Pool_Clubhouse_kWh
2025-08-28,8259.87,5781.91,2477.96,867.29,619.49,495.59,309.74,185.85
2025-08-29,7002.45,4901.71,2100.73,735.26,525.18,420.15,262.59,157.55
2025-08-30,7149.88,5004.92,2144.96,750.74,536.24,428.99,268.12,160.87
2025-08-31,8122.44,5685.71,2436.73,852.86,609.18,487.35,304.59,182.75
2025-09-01,8034.88,5624.42,2410.47,843.66,602.62,482.09,301.31,180.79
2025-09-02,7893.52,5525.46,2368.06,828.82,592.02,473.61,296.01,177.6
2025-09-03,7704.21,5392.95,2311.26,808.94,577.82,462.25,288.91,173.34
2025-09-04,7660.3,5362.21,2298.09,804.33,574.52,459.62,287.26,172.36
2025-09-05,7906.59,5534.61,2371.98,830.19,593.0,474.4,296.5,177.9
2025-09-06,7767.94,5437.56,2330.38,815.63,582.6,466.08,291.3,174.78
2025-09-07,8203.47,5742.43,2461.04,861.36,615.26,492.21,307.63,184.58
2025-09-08,7437.72,5206.4,2231.32,780.96,557.83,446.26,278.92,167.35
2025-09-09,7706.93,5394.85,2312.08,809.23,578.02,462.42,289.01,173.41
2025-09-10,8042.78,5629.95,2412.83,844.49,603.21,482.57,301.6,180.96
2025-09-11,7763.3,5434.31,2328.99,815.15,582.25,465.8,291.12,174.67
2025-09-12,7959.17,5571.42,2387.75,835.71,596.94,477.55,298.47,179.08
2025-09-13,7953.57,5567.5,2386.07,835.12,596.52,477.21,298.26,178.96
2025-09-14,7536.44,5275.51,2260.93,791.33,565.23,452.19,282.62,169.57
2025-09-15,7307.04,5114.93,2192.11,767.24,548.03,438.42,274.01,164.41
2025-09-16,7412.1,5188.47,2223.63,778.27,555.91,444.73,277.95,166.77
2025-09-17,7282.75,5097.92,2184.82,764.69,546.21,436.96,273.1,163.86
2025-09-18,6985.45,4889.81,2095.63,733.47,523.91,419.13,261.95,157.17
2025-09-19,8120.33,5684.23,2436.1,852.63,609.02,487.22,304.51,182.71
2025-09-20,6973.88,4881.72,2092.16,732.26,523.04,418.43,261.52,156.91
2025-09-21,8416.66,5891.66,2525.0,883.75,631.25,505.0,315.62,189.38
2025-09-22,7496.8,5247.76,2249.04,787.16,562.26,449.81,281.13,168.68
2025-09-23,7592.83,5314.98,2277.85,797.25,569.46,455.57,284.73,170.84
2025-09-24,7116.77,4981.74,2135.03,747.26,533.76,427.01,266.88,160.13
2025-09-25,7848.06,5493.64,2354.42,824.05,588.6,470.88,294.3,176.58
2025-09-26,7599.56,5319.69,2279.87,797.95,569.97,455.97,284.98,170.99
2025-09-27,7723.52,5406.47,2317.06,810.97,579.26,463.41,289.63,173.78
2025-09-28,7396.96,5177.87,2219.09,776.68,554.77,443.82,277.39,166.43
2025-09-29,7885.11,5519.58,2365.53,827.94,591.38,473.11,295.69,177.41
2025-09-30,7382.79,5167.95,2214.84,775.19,553.71,442.97,276.86,166.11
2025-10-01,7730.32,5411.23,2319.1,811.68,579.78,463.82,289.89,173.93
2025-10-02,7877.86,5514.5,2363.36,827.18,590.84,472.67,295.42,177.25
2025-10-03,8258.75,5781.13,2477.63,867.17,619.41,495.53,309.7,185.82
2025-10-04,8010.27,5607.19,2403.08,841.08,600.77,480.62,300.38,180.23
2025-10-05,7734.6,5414.22,2320.38,812.13,580.1,464.08,290.05,174.03
2025-10-06,7696.93,5387.85,2309.08,808.18,577.27,461.82,288.64,173.18
2025-10-07,7820.66,5474.46,2346.2,821.17,586.55,469.24,293.27,175.96
2025-10-08,7995.18,5596.63,2398.56,839.5,599.64,479.71,299.82,179.89
2025-10-09,7413.44,5189.41,2224.03,778.41,556.01,444.81,278.0,166.8
2025-10-10,8047.74,5633.41,2414.32,845.01,603.58,482.86,301.79,181.07
2025-10-11,7339.26,5137.48,2201.78,770.62,550.45,440.36,275.22,165.13
2025-10-12,7875.68,5512.98,2362.7,826.94,590.67,472.54,295.34,177.2
2025-10-13,7908.45,5535.91,2372.53,830.39,593.13,474.51,296.57,177.94
2025-10-14,7441.45,5209.01,2232.43,781.35,558.11,446.49,279.05,167.43
2025-10-15,7106.18,4974.33,2131.86,746.15,532.96,426.37,266.48,159.89
2025-10-16,7598.14,5318.7,2279.44,797.8,569.86,455.89,284.93,170.96
2025-10-17,6687.5,4681.25,2006.25,702.19,501.56,401.25,250.78,150.47
2025-10-18,7631.33,5341.93,2289.4,801.29,572.35,457.88,286.18,171.7
2025-10-19,7219.43,5053.6,2165.83,758.04,541.46,433.17,270.73,162.44
2025-10-20,8898.6,6229.02,2669.58,934.35,667.4,533.92,333.7,200.22
2025-10-21,8107.6,5675.32,2432.28,851.3,608.07,486.46,304.04,182.42
2025-10-22,7727.8,5409.46,2318.34,811.42,579.58,463.67,289.79,173.88
2025-10-23,8212.98,5749.08,2463.89,862.36,615.97,492.78,307.99,184.79
2025-10-24,7971.44,5580.01,2391.43,837.0,597.86,478.29,298.93,179.36
2025-10-25,7252.04,5076.43,2175.61,761.46,543.9,435.12,271.95,163.17
2025-10-26,7459.21,5221.45,2237.76,783.22,559.44,447.55,279.72,167.83
2025-10-27,8096.34,5667.44,2428.9,850.12,607.22,485.78,303.61,182.17
2025-10-28,7330.19,5131.14,2199.06,769.67,549.76,439.81,274.88,164.93
2025-10-29,7852.2,5496.54,2355.66,824.48,588.92,471.13,294.46,176.67
2025-10-30,7959.78,5571.85,2387.93,835.78,596.98,477.59,298.49,179.09
2025-10-31,7599.65,5319.76,2279.9,797.96,569.98,455.98,284.99,170.99
2025-11-01,7758.65,5431.05,2327.59,814.66,581.9,465.52,290.95,174.57
2025-11-02,8020.24,5614.17,2406.07,842.12,601.52,481.21,300.76,180.46
2025-11-03,8001.87,5601.31,2400.56,840.2,600.14,480.11,300.07,180.04
2025-11-04,7872.55,5510.78,2361.76,826.62,590.44,472.35,295.22,177.13
2025-11-05,7695.01,5386.51,2308.5,807.97,577.12,461.7,288.56,173.14
2025-11-06,7926.13,5548.29,2377.84,832.24,594.46,475.57,297.23,178.34
2025-11-07,6921.71,4845.2,2076.51,726.78,519.13,415.3,259.56,155.74
2025-11-08,8268.1,5787.67,2480.43,868.15,620.11,496.09,310.05,186.03
2025-11-09,7648.97,5354.28,2294.69,803.14,573.67,458.94,286.84,172.1
2025-11-10,7417.04,5191.93,2225.11,778.79,556.28,445.02,278.14,166.88
2025-11-11,7930.79,5551.56,2379.24,832.73,594.81,475.85,297.4,178.44
2025-11-12,7920.0,5544.0,2376.0,831.6,594.0,475.2,297.0,178.2
2025-11-13,7324.08,5126.85,2197.22,769.03,549.3,439.44,274.65,164.79
2025-11-14,7726.0,5408.2,2317.8,811.23,579.45,463.56,289.73,173.84
2025-11-15,7714.37,5400.06,2314.31,810.01,578.58,462.86,289.29,173.57
2025-11-16,7689.25,5382.48,2306.78,807.37,576.7,461.36,288.35,173.01
2025-11-17,8325.25,5827.67,2497.57,874.15,624.39,499.51,312.2,187.32
2025-11-18,7692.24,5384.57,2307.67,807.68,576.92,461.53,288.46,173.08
2025-11-19,7649.99,5354.99,2295.0,803.25,573.75,459.0,286.88,172.12
2025-11-20,7438.06,5206.64,2231.42,781.0,557.86,446.28,278.93,167.36
2025-11-21,7382.44,5167.71,2214.73,775.16,553.68,442.95,276.84,166.1
2025-11-22,7850.94,5495.66,2355.28,824.35,588.82,471.06,294.41,176.65
2025-11-23,7519.12,5263.38,2255.74,789.51,563.93,451.15,281.97,169.18
2025-11-24,7627.65,5339.35,2288.29,800.9,572.07,457.66,286.04,171.62
2025-11-25,7776.29,5443.41,2332.89,816.51,583.22,466.58,291.61,174.97
2025-11-26,7724.52,5407.16,2317.36,811.08,579.34,463.47,289.67,173.8
2025-11-27,7751.96,5426.37,2325.59,813.96,581.4,465.12,290.7,174.42
2025-11-28,7750.56,5425.39,2325.17,813.81,581.29,465.03,290.65,174.39
2025-11-29,7940.47,5558.33,2382.14,833.75,595.54,476.43,297.77,178.66
2025-11-30,8716.8,6101.76,2615.04,915.26,653.76,523.01,326.88,196.13
2025-12-01,8173.28,5721.3,2451.99,858.2,613.0,490.4,306.5,183.9
2025-12-02,7560.52,5292.36,2268.16,793.86,567.04,453.63,283.52,170.11
2025-12-03,8167.97,5717.58,2450.39,857.64,612.6,490.08,306.3,183.78
2025-12-04,7294.29,5106.0,2188.29,765.9,547.07,437.66,273.54,164.12
2025-12-05,7481.99,5237.39,2244.6,785.61,561.15,448.92,280.58,168.34
2025-12-06,7972.15,5580.5,2391.64,837.07,597.91,478.33,298.96,179.37
2025-12-07,7960.21,5572.15,2388.06,835.82,597.02,477.61,298.51,179.1
2025-12-08,7931.59,5552.11,2379.48,832.82,594.87,475.9,297.44,178.46
2025-12-09,7472.74,5230.91,2241.82,784.64,560.46,448.36,280.23,168.14
2025-12-10,7475.37,5232.76,2242.61,784.91,560.65,448.52,280.33,168.2
2025-12-11,7750.49,5425.35,2325.15,813.8,581.29,465.03,290.64,174.39
2025-12-12,7602.87,5322.01,2280.86,798.3,570.22,456.17,285.11,171.06
2025-12-13,8041.95,5629.36,2412.58,844.4,603.14,482.52,301.57,180.94
2025-12-14,7593.23,5315.26,2277.97,797.29,569.49,455.59,284.75,170.85
2025-12-15,7581.88,5307.31,2274.56,796.1,568.64,454.91,284.32,170.59
2025-12-16,7074.05,4951.84,2122.22,742.78,530.55,424.44,265.28,159.17
2025-12-17,8037.0,5625.9,2411.1,843.88,602.78,482.22,301.39,180.83
2025-12-18,7824.12,5476.88,2347.23,821.53,586.81,469.45,293.4,176.04
2025-12-19,6819.89,4773.92,2045.97,716.09,511.49,409.19,255.75,153.45
2025-12-20,7871.33,5509.93,2361.4,826.49,590.35,472.28,295.18,177.1
2025-12-21,7545.55,5281.88,2263.66,792.28,565.92,452.73,282.96,169.77
2025-12-22,7998.74,5599.12,2399.62,839.87,599.9,479.92,299.95,179.97
2025-12-23,7659.53,5361.67,2297.86,804.25,574.46,459.57,287.23,172.34
2025-12-24,7390.32,5173.22,2217.09,775.98,554.27,443.42,277.14,166.28
2025-12-25,8365.68,5855.98,2509.7,878.39,627.42,501.94,313.71,188.23
2025-12-26,8305.21,5813.65,2491.56,872.05,622.89,498.31,311.44,186.87
2025-12-27,7628.51,5339.96,2288.55,800.99,572.14,457.71,286.07,171.64
2025-12-28,7843.47,5490.43,2353.04,823.56,588.26,470.61,294.13,176.48
2025-12-29,7523.2,5266.24,2256.96,789.94,564.24,451.39,282.12,169.27
2025-12-30,7043.0,4930.1,2112.9,739.52,528.22,422.58,264.11,158.47
2025-12-31,8207.31,5745.12,2462.19,861.77,615.55,492.44,307.77,184.66
2026-01-01,7392.87,5175.01,2217.86,776.25,554.46,443.57,277.23,166.34
2026-01-02,8190.31,5733.22,2457.09,859.98,614.27,491.42,307.14,184.28
2026-01-03,7968.43,5577.9,2390.53,836.69,597.63,478.11,298.82,179.29
2026-01-04,7810.56,5467.39,2343.17,820.11,585.79,468.63,292.9,175.74
2026-01-05,7684.25,5378.97,2305.27,806.84,576.32,461.05,288.16,172.9
2026-01-06,7970.05,5579.04,2391.02,836.86,597.76,478.2,298.88,179.33
2026-01-07,7341.79,5139.25,2202.54,770.89,550.64,440.51,275.32,165.19
2026-01-08,8213.75,5749.63,2464.13,862.45,616.03,492.83,308.02,184.81
2026-01-09,7755.13,5428.59,2326.54,814.29,581.64,465.31,290.82,174.49
2026-01-10,8275.58,5792.91,2482.68,868.94,620.67,496.54,310.33,186.2
2026-01-11,7652.91,5357.04,2295.87,803.55,573.97,459.17,286.98,172.19
2026-01-12,7754.86,5428.4,2326.46,814.26,581.62,465.29,290.81,174.48
2026-01-13,7801.6,5461.12,2340.48,819.17,585.12,468.1,292.56,175.54
2026-01-14,7921.76,5545.23,2376.53,831.79,594.13,475.31,297.07,178.24
2026-01-15,8397.19,5878.03,2519.16,881.71,629.79,503.83,314.9,188.94
2026-01-16,7531.34,5271.94,2259.4,790.79,564.85,451.88,282.42,169.46
2026-01-17,7650.76,5355.53,2295.23,803.33,573.81,459.05,286.9,172.14
2026-01-18,7692.59,5384.82,2307.78,807.72,576.95,461.56,288.47,173.08
2026-01-19,6808.55,4765.99,2042.57,714.9,510.64,408.51,255.32,153.19
2026-01-20,7486.36,5240.45,2245.91,786.07,561.48,449.18,280.74,168.44
2026-01-21,7511.41,5257.99,2253.42,788.7,563.36,450.68,281.68,169.01
2026-01-22,8715.67,6100.97,2614.7,915.14,653.67,522.94,326.84,196.1
2026-01-23,7799.51,5459.66,2339.85,818.95,584.96,467.97,292.48,175.49
2026-01-24,7889.99,5522.99,2367.0,828.45,591.75,473.4,295.88,177.52
2026-01-25,7134.56,4994.19,2140.37,749.13,535.09,428.07,267.55,160.53
2026-01-26,7675.85,5373.09,2302.75,805.96,575.69,460.55,287.84,172.71
2026-01-27,8060.4,5642.28,2418.12,846.34,604.53,483.62,302.26,181.36
2026-01-28,8668.91,6068.24,2600.67,910.23,650.17,520.13,325.08,195.05
2026-01-29,7436.55,5205.58,2230.96,780.84,557.74,446.19,278.87,167.32
2026-01-30,7001.0,4900.7,2100.3,735.1,525.08,420.06,262.54,157.52
2026-01-31,7401.48,5181.04,2220.45,777.16,555.11,444.09,277.56,166.53
2026-02-01,7403.04,5182.13,2220.91,777.32,555.23,444.18,277.61,166.57
2026-02-02,7406.64,5184.65,2221.99,777.7,555.5,444.4,277.75,166.65
2026-02-03,8049.39,5634.57,2414.82,845.19,603.71,482.96,301.85,181.11
2026-02-04,7831.97,5482.38,2349.59,822.36,587.4,469.92,293.7,176.22
2026-02-05,7265.56,5085.89,2179.67,762.88,544.92,435.93,272.46,163.48
2026-02-06,8245.24,5771.67,2473.57,865.75,618.39,494.71,309.2,185.52
2026-02-07,8428.82,5900.17,2528.65,885.03,632.16,505.73,316.08,189.65
2026-02-08,7043.57,4930.5,2113.07,739.57,528.27,422.61,264.13,158.48
2026-02-09,8153.39,5707.38,2446.02,856.11,611.5,489.2,305.75,183.45
2026-02-10,7634.5,5344.15,2290.35,801.62,572.59,458.07,286.29,171.78
2026-02-11,7337.32,5136.13,2201.2,770.42,550.3,440.24,275.15,165.09
2026-02-12,7139.75,4997.82,2141.92,749.67,535.48,428.38,267.74,160.64
2026-02-13,7525.68,5267.97,2257.7,790.2,564.42,451.54,282.21,169.33
2026-02-14,7499.09,5249.36,2249.73,787.41,562.43,449.95,281.22,168.73
2026-02-15,7756.79,5429.75,2327.04,814.46,581.76,465.41,290.88,174.53
2026-02-16,8526.23,5968.36,2557.87,895.25,639.47,511.57,319.73,191.84
2026-02-17,7504.45,5253.12,2251.34,787.97,562.84,450.27,281.42,168.85
2026-02-18,7158.47,5010.93,2147.54,751.64,536.88,429.51,268.44,161.07
2026-02-19,7572.88,5301.02,2271.86,795.15,567.96,454.37,283.98,170.39
2026-02-20,8101.17,5670.82,2430.35,850.62,607.59,486.07,303.79,182.28
2026-02-21,7604.64,5323.25,2281.39,798.49,570.35,456.28,285.17,171.1
2026-02-22,7950.82,5565.57,2385.25,834.84,596.31,477.05,298.16,178.89
2026-02-23,7765.45,5435.81,2329.63,815.37,582.41,465.93,291.2,174.72
2026-02-24,7723.55,5406.48,2317.06,810.97,579.26,463.41,289.63,173.78
2026-02-25,8311.08,5817.76,2493.32,872.66,623.33,498.66,311.67,187.0
2026-02-26,7327.27,5129.09,2198.18,769.36,549.54,439.64,274.77,164.86
2026-02-27,7299.35,5109.54,2189.8,766.43,547.45,437.96,273.73,164.24
2026-02-28,7350.11,5145.08,2205.03,771.76,551.26,441.01,275.63,165.38
2026-03-01,14882.6,10417.82,4464.78,1562.67,1116.2,892.96,558.1,334.86
2026-03-02,14669.09,10268.36,4400.73,1540.26,1100.18,880.15,550.09,330.05
2026-03-03,15149.46,10604.62,4544.84,1590.69,1136.21,908.97,568.1,340.86
2026-03-04,14574.37,10202.06,4372.31,1530.31,1093.08,874.46,546.54,327.92
2026-03-05,14486.92,10140.84,4346.07,1521.12,1086.52,869.21,543.26,325.96
2026-03-06,14870.78,10409.54,4461.23,1561.43,1115.31,892.25,557.65,334.59
2026-03-07,15870.96,11109.67,4761.29,1666.45,1190.32,952.26,595.16,357.1
2026-03-08,13779.78,9645.85,4133.94,1446.88,1033.48,826.79,516.74,310.05
2026-03-09,13956.91,9769.83,4187.07,1465.47,1046.77,837.41,523.38,314.03
2026-03-10,14660.06,10262.04,4398.02,1539.31,1099.51,879.6,549.75,329.85
2026-03-11,16116.75,11281.73,4835.03,1692.26,1208.76,967.01,604.38,362.63
2026-03-12,13846.09,9692.26,4153.83,1453.84,1038.46,830.77,519.23,311.54
2026-03-13,14622.69,10235.88,4386.81,1535.38,1096.7,877.36,548.35,329.01
2026-03-14,13988.18,9791.73,4196.45,1468.76,1049.11,839.29,524.56,314.73
2026-03-15,14921.27,10444.89,4476.38,1566.73,1119.1,895.28,559.55,335.73
2026-03-16,13119.99,9183.99,3936.0,1377.6,984.0,787.2,492.0,295.2
2026-03-17,13872.04,9710.43,4161.61,1456.56,1040.4,832.32,520.2,312.12
2026-03-18,15565.11,10895.58,4669.53,1634.34,1167.38,933.91,583.69,350.21
2026-03-19,14636.82,10245.77,4391.05,1536.87,1097.76,878.21,548.88,329.33
2026-03-20,14084.78,9859.35,4225.43,1478.9,1056.36,845.09,528.18,316.91
2026-03-21,14596.49,10217.54,4378.95,1532.63,1094.74,875.79,547.37,328.42
2026-03-22,14583.7,10208.59,4375.11,1531.29,1093.78,875.02,546.89,328.13
2026-03-23,15040.23,10528.16,4512.07,1579.22,1128.02,902.41,564.01,338.41
2026-03-24,13111.56,9178.09,3933.47,1376.71,983.37,786.69,491.68,295.01
2026-03-25,13871.68,9710.17,4161.5,1456.52,1040.38,832.3,520.19,312.11
2026-03-26,13931.51,9752.06,4179.45,1462.81,1044.86,835.89,522.43,313.46
2026-03-27,15090.42,10563.3,4527.13,1584.5,1131.78,905.43,565.89,339.53
2026-03-28,14625.38,10237.77,4387.62,1535.67,1096.9,877.52,548.45,329.07
2026-03-29,15683.8,10978.66,4705.14,1646.8,1176.29,941.03,588.14,352.89
2026-03-30,15236.52,10665.56,4570.96,1599.84,1142.74,914.19,571.37,342.82
2026-03-31,14376.97,10063.88,4313.09,1509.58,1078.27,862.62,539.14,323.48
2026-04-01,14593.76,10215.63,4378.13,1532.35,1094.53,875.63,547.27,328.36
2026-04-02,15576.48,10903.53,4672.94,1635.53,1168.23,934.59,584.12,350.47
2026-04-03,15678.4,10974.88,4703.52,1646.23,1175.88,940.7,587.94,352.76
2026-04-04,14560.01,10192.01,4368.0,1528.8,1092.0,873.6,546.0,327.6
2026-04-05,13909.45,9736.61,4172.83,1460.49,1043.21,834.57,521.6,312.96
2026-04-06,13093.22,9165.25,3927.97,1374.79,981.99,785.59,491.0,294.6
2026-04-07,13093.04,9165.13,3927.91,1374.77,981.98,785.58,490.99,294.59
2026-04-08,14975.33,10482.73,4492.6,1572.41,1123.15,898.52,561.58,336.94
2026-04-09,14960.63,10472.44,4488.19,1570.87,1122.05,897.64,561.02,336.61
2026-04-10,14135.95,9895.16,4240.78,1484.27,1060.2,848.16,530.1,318.06
2026-04-11,15582.04,10907.43,4674.61,1636.11,1168.65,934.92,584.33,350.6
2026-04-12,14478.62,10135.04,4343.59,1520.26,1085.9,868.72,542.95,325.77
2026-04-13,14199.59,9939.71,4259.88,1490.96,1064.97,851.98,532.48,319.49
2026-04-14,15486.7,10840.69,4646.01,1626.1,1161.5,929.2,580.75,348.45
2026-04-15,15389.71,10772.79,4616.91,1615.92,1154.23,923.38,577.11,346.27
2026-04-16,14592.26,10214.58,4377.68,1532.19,1094.42,875.54,547.21,328.33
2026-04-17,15008.57,10506.0,4502.57,1575.9,1125.64,900.51,562.82,337.69
2026-04-18,15100.88,10570.61,4530.26,1585.59,1132.56,906.05,566.28,339.77
2026-04-19,16221.21,11354.85,4866.36,1703.23,1216.59,973.27,608.29,364.98
2026-04-20,14534.16,10173.91,4360.25,1526.09,1090.06,872.05,545.03,327.02
2026-04-21,13766.92,9636.85,4130.08,1445.53,1032.52,826.02,516.26,309.76
